epoch,subset,n,mae_mchirp,mae_merger_time,mae_snr,mae_ra,mae_declination,mae_coa_phase,r2_mchirp,r2_merger_time,r2_snr,r2_ra,r2_declination,r2_coa_phase,std_ratio_mchirp,std_ratio_merger_time,std_ratio_snr,std_ratio_ra,std_ratio_declination,std_ratio_coa_phase
40,snr_low,1667,1.4535,0.0144487,0.785679,1.5734,0.52843,1.61814,0.913729,0.878035,-0.736038,0.0016169,0.123478,-0.113851,0.9552,0.98339,1.3567,1.36436e-08,0.328633,5.04549e-16
40,snr_mid,1666,0.958302,0.0119287,0.905247,1.57894,0.506527,1.56162,0.972366,0.934526,-1.03564,-0.0249491,0.176755,0.0143574,0.963448,1.00949,1.7537,5.67643e-09,0.42105,4.86678e-16
40,snr_high,1667,0.862039,0.011556,0.766233,1.58014,0.511105,1.5361,0.979151,0.939886,-0.605343,-0.0175534,0.224567,0.0547618,0.969326,1.02179,1.27043,6.14958e-17,0.486999,4.83433e-16
40,mchirp_low,2500,0.890829,0.0134587,0.83182,1.57361,0.52049,1.57145,0.860428,0.902121,0.785318,0.00643911,0.150093,-0.0172761,0.986823,0.995009,0.936915,1.18724e-08,0.376182,4.92404e-16
40,mchirp_high,2500,1.29179,0.0118304,0.806251,1.58137,0.510222,1.57245,0.84962,0.933295,0.805941,-0.0343402,0.201435,-0.00766865,1.0135,1.01454,0.921526,1.94169e-09,0.4571,4.90287e-16
40,merger_early,2500,1.07828,0.0129624,0.836496,1.57257,0.511577,1.55406,0.957839,0.64445,0.784074,0.00285154,0.188018,0.0118566,0.964861,1.0916,0.943604,4.51518e-09,0.412856,4.89193e-16
40,merger_late,2500,1.10433,0.0123268,0.801575,1.58242,0.519135,1.58985,0.953506,0.701008,0.807017,-0.0306807,0.163364,-0.0367794,0.960583,1.03482,0.915074,1.13126e-08,0.414027,4.93422e-16
40,q_low,1667,0.835415,0.0124343,0.802727,1.5615,0.50798,1.55098,0.905477,0.922573,0.801325,0.0143921,0.192712,0.0241974,1.01449,1.00025,0.930641,7.80912e-09,0.415108,4.87623e-16
40,q_mid,1666,1.10717,0.0128783,0.818017,1.60207,0.514973,1.57376,0.948934,0.913978,0.797606,-0.0697497,0.1687,-0.0247843,0.986821,1.00502,0.930715,1.00082e-08,0.419438,4.94047e-16
40,q_high,1667,1.33135,0.0126213,0.836362,1.56892,0.523115,1.59113,0.95669,0.916334,0.787817,0.0116467,0.166753,-0.0371664,0.971909,1.00937,0.9268,7.85616e-09,0.422294,4.92328e-16
40,q_low_mchirp_low,1241,0.816427,0.0125033,0.811091,1.56041,0.501703,1.56018,0.798796,0.919676,0.797074,0.0412405,0.181278,0.00114112,1.07825,0.99632,0.924521,8.64319e-09,0.404231,4.9049e-16
40,q_low_mchirp_high,426,0.890732,0.0122333,0.778362,1.56468,0.526263,1.52416,0.426469,0.93112,0.813777,-0.0773451,0.221124,0.087474,1.22179,1.0126,0.9482,4.10018e-09,0.443291,4.79792e-16
40,q_high_mchirp_low,544,0.976457,0.014705,0.848352,1.56476,0.559829,1.56719,0.896226,0.876712,0.770433,0.0279742,0.0726952,0.0022062,0.868564,0.981697,0.938281,1.35024e-08,0.329523,9.8291e-16
